0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
-0.000000	0.000000	0.000000	0.000000
-0.000000	0.000000	0.000000	0.000000
-0.000000	0.000000	0.000000	0.000000
-0.000000	-0.000000	0.000000	0.000000
-0.000000	-0.000000	0.000000	0.000000
-0.000000	-0.000000	0.000000	0.000000
0.000000	-0.000000	0.000000	0.000000
0.000000	-0.000000	0.000000	0.000000
0.000000	-0.000000	0.000000	0.000000
2.000000	0.000000	140.496295	2.000000
1.801938	0.867767	140.496295	2.000000
1.246980	1.563663	140.496295	2.000000
0.445042	1.949856	140.496295	2.000000
-0.445042	1.949856	140.496295	2.000000
-1.246980	1.563663	140.496295	2.000000
-1.801938	0.867767	140.496295	2.000000
-2.000000	0.000000	140.496295	2.000000
-1.801938	-0.867767	140.496295	2.000000
-1.246980	-1.563663	140.496295	2.000000
-0.445042	-1.949856	140.496295	2.000000
0.445042	-1.949856	140.496295	2.000000
1.246980	-1.563663	140.496295	2.000000
1.801938	-0.867767	140.496295	2.000000
2.000000	-0.000000	140.496295	2.000000
4.000000	0.000000	99.716808	4.000000
3.729889	1.444967	99.716808	4.000000
2.956036	2.694783	99.716808	4.000000
1.782953	3.580653	99.716808	4.000000
0.369073	3.982937	99.716808	4.000000
-1.094652	3.847303	99.716808	4.000000
-2.410539	3.192069	99.716808	4.000000
-3.400869	2.105729	99.716808	4.000000
-3.931892	0.734998	99.716808	4.000000
-3.931892	-0.734998	99.716808	4.000000
-3.400869	-2.105729	99.716808	4.000000
-2.410539	-3.192069	99.716808	4.000000
-1.094652	-3.847303	99.716808	4.000000
0.369073	-3.982937	99.716808	4.000000
1.782953	-3.580653	99.716808	4.000000
2.956036	-2.694783	99.716808	4.000000
3.729889	-1.444967	99.716808	4.000000
4.000000	-0.000000	99.716808	4.000000
6.000000	0.000000	81.474891	6.000000
5.706339	1.854102	81.474891	6.000000
4.854102	3.526712	81.474891	6.000000
3.526712	4.854102	81.474891	6.000000
1.854102	5.706339	81.474891	6.000000
0.000000	6.000000	81.474891	6.000000
-1.854102	5.706339	81.474891	6.000000
-3.526712	4.854102	81.474891	6.000000
-4.854102	3.526712	81.474891	6.000000
-5.706339	1.854102	81.474891	6.000000
-6.000000	0.000000	81.474891	6.000000
-5.706339	-1.854102	81.474891	6.000000
-4.854102	-3.526712	81.474891	6.000000
-3.526712	-4.854102	81.474891	6.000000
-1.854102	-5.706339	81.474891	6.000000
-0.000000	-6.000000	81.474891	6.000000
1.854102	-5.706339	81.474891	6.000000
3.526712	-4.854102	81.474891	6.000000
4.854102	-3.526712	81.474891	6.000000
5.706339	-1.854102	81.474891	6.000000
6.000000	-0.000000	81.474891	6.000000
8.000000	0.000000	70.576463	8.000000
7.703338	2.158374	70.576463	8.000000
6.835355	4.156672	70.576463	8.000000
5.460425	5.846688	70.576463	8.000000
3.680520	7.103082	70.576463	8.000000
1.627648	7.832673	70.576463	8.000000
-0.545939	7.981350	70.576463	8.000000
-2.679037	7.538087	70.576463	8.000000
-4.613443	6.535759	70.576463	8.000000
-6.205690	5.048704	70.576463	8.000000
-7.337690	3.187209	70.576463	8.000000
-7.925488	1.089333	70.576463	8.000000
-7.925488	-1.089333	70.576463	8.000000
-7.337690	-3.187209	70.576463	8.000000
-6.205690	-5.048704	70.576463	8.000000
-4.613443	-6.535759	70.576463	8.000000
-2.679037	-7.538087	70.576463	8.000000
-0.545939	-7.981350	70.576463	8.000000
1.627648	-7.832673	70.576463	8.000000
3.680520	-7.103082	70.576463	8.000000
5.460425	-5.846688	70.576463	8.000000
6.835355	-4.156672	70.576463	8.000000
7.703338	-2.158374	70.576463	8.000000
8.000000	-0.000000	70.576463	8.000000
