0	-1.023273e-01	-4.544828e-01	-2.775203e-02
0	-7.333029e-02	-4.596096e-01	-3.083089e-02
0	-4.402262e-02	-4.624008e-01	-3.374740e-02
0	-1.461410e-02	-4.628475e-01	-3.648157e-02
0	1.468665e-02	-4.609646e-01	-3.901549e-02
0	4.367536e-02	-4.567903e-01	-4.133354e-02
0	7.215512e-02	-4.503846e-01	-4.342257e-02
0	9.993906e-02	-4.418282e-01	-4.527202e-02
0	1.268527e-01	-4.312199e-01	-4.687397e-02
0	1.527361e-01	-4.186748e-01	-4.822313e-02
0	1.774450e-01	-4.043212e-01	-4.931678e-02
0	2.008522e-01	-3.882987e-01	-5.015465e-02
0	2.228482e-01	-3.707549e-01	-5.073874e-02
0	2.433413e-01	-3.518431e-01	-5.107319e-02
0	2.622574e-01	-3.317198e-01	-5.116399e-02
0	2.795397e-01	-3.105425e-01	-5.101877e-02
0	2.951477e-01	-2.884673e-01	-5.064661e-02
0	3.090562e-01	-2.656475e-01	-5.005771e-02
0	3.212545e-01	-2.422318e-01	-4.926322e-02
0	3.317444e-01	-2.183631e-01	-4.827500e-02
0	3.405394e-01	-1.941772e-01	-4.710540e-02
0	3.476630e-01	-1.698028e-01	-4.576708e-02
0	3.531477e-01	-1.453600e-01	-4.427282e-02
0	3.570331e-01	-1.209607e-01	-4.263541e-02
0	3.593648e-01	-9.670825e-02	-4.086749e-02
0	3.601937e-01	-7.269749e-02	-3.898145e-02
0	3.595742e-01	-4.901484e-02	-3.698937e-02
0	3.575637e-01	-2.573871e-02	-3.490291e-02
0	3.542214e-01	-2.939762e-03	-3.273327e-02
0	3.496077e-01	1.931858e-02	-3.049118e-02
0	3.437836e-01	4.097973e-02	-2.818687e-02
0	3.368102e-01	6.199339e-02	-2.583003e-02
0	3.287477e-01	8.231507e-02	-2.342984e-02
0	3.196557e-01	1.019056e-01	-2.099497e-02
0	3.095926e-01	1.207304e-01	-1.853358e-02
0	2.986152e-01	1.387594e-01	-1.605335e-02
