-1.658254e+03	-2.009287e+01	-1.413180e+03	-3.265870e+01	-6.933310e+01	-2.033343e+02
-4.225063e+01	-2.769698e+03	3.063660e+02	3.853729e+01	1.304174e+01	-2.085787e+02
2.248836e+03	1.913838e+03	2.892919e+03	-3.842439e+02	1.755895e+02	-9.784150e+01
-6.884107e+02	-4.087401e+02	2.249756e+02	3.507425e+02	-1.204277e+01	2.628982e+02
3.525456e+03	-2.856805e+03	-4.986602e+03	1.486821e+02	4.632230e+01	-2.108554e+01
6.689096e+02	8.194248e+02	-4.686592e+02	4.644881e+01	4.580528e+02	1.972646e+02
7.365433e+02	-4.347848e+01	3.660728e+02	4.233256e+02	-5.288868e+02	-4.364980e+02
6.106319e+01	-1.318142e+03	-9.450838e+02	-1.257508e+02	-4.904950e+01	1.896961e+01
-5.043819e+02	7.558855e+02	5.562951e+00	3.091893e+02	-4.744351e+02	-1.957615e+02
5.898424e+02	2.417808e+03	-2.281463e+02	-1.146929e+02	-3.063855e+02	-1.156715e+02
-1.687583e+03	-4.366605e+03	-6.530235e+02	1.652797e+02	-2.494459e+02	1.202646e+02
2.836856e+02	-1.435906e+02	1.134701e+03	-1.602360e+02	-2.439960e+02	3.601627e+01
-1.681949e+03	-2.717557e+02	-2.852010e+03	-2.485337e+02	3.623896e+02	2.270754e+01
1.096264e+03	8.620633e+02	-9.106148e+02	-1.686765e+02	6.542672e+02	9.363966e+01
-9.171314e+01	5.439559e+02	1.066250e+02	-3.088463e+02	1.988728e+02	-2.819440e+02
-2.005666e+02	1.182898e+02	-6.275388e+02	-1.894566e+01	-1.410061e+02	2.002323e+01
1.036990e+03	-2.196649e+03	6.420388e+02	-9.325435e+01	-5.342674e+02	-1.294224e+00
-2.632638e+02	-8.692911e+02	3.561919e+02	-4.013628e+02	-8.767502e+01	-1.048631e+02
-6.353233e+03	3.858266e+03	2.581307e+03	-8.302263e+01	2.157244e+02	2.709570e+02
-3.542141e+02	-1.411935e+03	-6.608260e+02	-1.685111e+02	2.025907e+02	-1.902441e+02
7.534528e+02	-2.207854e+02	8.468310e+02	-6.693218e+02	3.900110e+01	2.528770e+02
-1.169832e+03	-1.648933e+03	-2.617719e+02	3.752384e+02	-2.677916e+02	9.212820e+01
-3.100947e+03	5.481497e+02	-1.635673e+03	-1.697944e+02	-2.619302e+02	-1.110972e+02
1.351685e+02	1.043016e+03	9.488077e+02	4.628006e+01	1.872679e+02	4.736573e+02
-4.047778e+02	9.581329e+02	-6.150977e+02	2.136151e+00	5.463544e+02	4.044225e+01
-2.095038e+03	3.007812e+03	-9.590341e+01	-2.207667e+02	-1.272559e+02	2.418847e+01
-1.199769e+03	-1.439259e+03	-2.590645e+03	-9.136301e-01	-3.631258e+01	-8.457248e+01
4.698064e+03	-1.738574e+03	2.164504e+03	1.250642e+02	-1.301588e+02	4.309389e+01
4.013715e+03	-1.855444e+03	-2.616162e+03	2.311424e+02	2.902322e+02	-1.781419e+02
1.896794e+03	-5.200450e+03	-2.884359e+03	1.762630e+02	-4.382068e+01	1.726307e+02
-2.861010e+02	1.099864e+03	7.579271e+02	-1.425144e+02	-6.573745e+00	2.746408e+00
-5.988202e+02	-2.753740e+02	-3.073698e+03	5.227780e+01	1.700158e+02	-3.128380e+02
2.955766e+02	1.254853e+02	-1.840291e+02	1.118638e+02	6.445411e+01	-3.538805e+02
-2.098742e+03	3.658327e+03	-1.798981e+03	-2.503226e+02	-1.228324e+02	-1.085385e+02
-7.913240e+02	-2.709158e+03	1.161297e+03	-3.285196e+02	4.099308e+01	1.078561e+02
-1.458523e+02	-1.144539e+03	1.161696e+03	-1.158832e+02	5.148334e+02	7.725992e+01
-3.475141e+02	1.085965e+03	-5.600196e+03	-3.433638e+02	-5.984435e+01	8.162316e+01
-2.192852e+03	2.627345e+03	-5.447258e+02	1.047601e+02	1.272913e+02	-2.129772e+02
2.515265e+02	9.337278e+02	-6.817841e+02	7.016446e+01	-2.660415e+02	-1.261861e+01
9.144737e+02	-1.510796e+03	-2.350435e+03	3.355605e+01	-5.654754e+01	2.740757e+02
-5.060765e+02	8.409992e+02	-8.825071e+02	5.221743e+02	-1.384342e+02	-7.646595e+01
-1.317465e+02	-1.593562e+03	4.025689e+02	5.852612e+01	4.168328e+01	3.308983e+02
-2.359212e+03	-9.835608e+02	2.263091e+03	2.347763e+02	-1.240821e+02	-2.412001e+02
-1.046595e+03	1.616239e+03	-1.530226e+01	1.955418e+02	1.317708e+01	-3.284966e+01
-7.796801e+02	-2.030318e+02	7.870881e+02	1.672042e+02	-2.422325e+01	-2.647349e+02
-8.337964e+02	7.506655e+02	2.784953e+03	1.634642e+02	-2.763484e+02	-1.289272e+02
3.933880e+02	-7.691351e+02	-4.304714e+02	3.276701e+02	-1.174583e+02	-3.198975e+02
-2.890363e+02	5.075766e+02	2.186538e+02	2.380531e+02	3.491771e+02	-2.178247e+02
-2.543042e+02	-2.293534e+02	-1.147559e+02	-3.133006e+02	1.619205e+02	3.491996e+02
-4.931286e+03	9.967167e+02	-2.478941e+03	-1.293859e+02	5.260320e+01	-1.437045e+02
-6.221277e+02	8.241973e+02	6.596665e+01	6.101344e+02	-2.184157e+02	-2.744302e+02
4.140180e+02	-8.096822e+02	-1.509519e+03	-1.230300e+02	-2.033161e+02	2.142554e+02
1.260564e+02	5.742850e+01	2.546528e+02	-3.640502e+02	-1.160342e+01	-4.856241e+01
7.426815e+02	9.562731e+02	1.950444e+02	7.910902e+02	4.030996e+01	1.057295e+02
